artist,artist_href,life,num_artworks
Leon Underwood,/en/leon-underwood,1890 - 1975,24
Franz Richard Unterberger,/en/franz-richard-unterberger,1837 - 1902,38
Joseph Urbania,/en/joseph-urbania,1877 - 1943,12
Carlo Urbino,/en/carlo-urbino,c.1525 - 1585,28
Lesser Ury,/en/lesser-ury,1861 - 1931,49
Simon Ushakov,/en/simon-ushakov,1629 - 1686,14
Utagawa Kunisada,/en/utagawa-kunisada,1786 - 1865,79
Utagawa Kunisada II,/en/utagawa-kunisada-ii,1823 - 1880,9
Utagawa Kuniyoshi,/en/utagawa-kuniyoshi,c.1797 - 1861,418
Utagawa Sadatora,/en/utagawa-sadatora,born c.1825,17
Utagawa Toyokuni,/en/utagawa-toyokuni,1769 - 1825,30
Utagawa Toyokuni II,/en/utagawa-toyokuni-ii,1777 - 1835,23
Kitagawa Utamaro,/en/kitagawa-utamaro,c.1753 - 1806,121
Maurice Utrillo,/en/maurice-utrillo,1883 - 1955,153
Vahram Gayfedjian,/en/vahram-gaifedjyan,born 1879,2
Armand Vaillancourt,/en/armand-vaillancourt,born 1929,8
Suzanne Valadon,/en/suzanne-valadon,1865 - 1938,52
Juan de Valdes Leal,/en/juan-de-valdes-leal,1622 - 1690,17
Armando Montaner Valdueza,/en/armando-montaner-valdueza,1871 - 1960,22
De Wain Valentine,/en/de-wain-valentine,born 1936,30
Valeria Trubina,/en/valeria-trubina,born 1966,58
Nina Tokhtaman Valetova,/en/nina-tokhtaman-valetova,born 1958,109
Anne Vallayer-Coster,/en/anne-vallayer-coster,1744 - 1818,14
Leo Valledor,/en/leo-valledor,1936 - 1989,19
Felix Vallotton,/en/felix-vallotton,1865 - 1925,316
Georges Valmier,/en/georges-valmier,1885 - 1937,42
Louis Valtat,/en/louis-valtat,1869 - 1952,26
Willem van Aelst,/en/willem-van-aelst,1627 - 1683,13
Dirck van Baburen,/en/dirck-van-baburen,c.1595 - 1624,24
Richard Van Buren,/en/richard-van-buren,born 1937,10
Henry van de Velde,/en/henry-van-de-velde,1863 - 1957,19
Hugo van der Goes,/en/hugo-van-der-goes,c.1440 - c.1482,34
Juan van der Hamen,/en/juan-van-der-hamen,c.1596 - 1631,89
Ludwig Mies van der Rohe,/en/ludwig-mies-van-der-rohe,1886 - 1969,11
Rogier van der Weyden,/en/rogier-van-der-weyden,c.1399 - 1464,90
Kees van Dongen,/en/kees-van-dongen,1877 - 1968,46
Anthony van Dyck,/en/anthony-van-dyck,1599 - 1641,174
Jan van Eyck,/en/jan-van-eyck,c.1395 - 1441,71
Willem van Genk,/en/willem-van-genk,1927 - 2005,15
Justus van Gent,/en/justus-van-gent,c.1410 - c.1480,53
Vincent van Gogh,/en/vincent-van-gogh,1853 - 1890,1929
Jan van Goyen,/en/jan-van-goyen,1596 - 1656,18
Pieter van Hanselaere,/en/pieter-van-hanselaere,1786 - 1862,8
Maerten van Heemskerck,/en/maerten-van-heemskerck,1498 - 1574,66
Gerard van Honthorst,/en/gerard-van-honthorst,1592 - 1656,186
Samuel Dirksz van Hoogstraten,/en/samuel-dirksz-van-hoogstraten,1627 - 1678,30
Louis Van Lint,/en/louis-van-lint,1909 - 1986,5
Charles-Andre van Loo (Carle van Loo),/en/charles-andre-van-loo-carle-van-loo,1705 - 1765,96
Jean-Baptiste van Loo,/en/jean-baptiste-van-loo,1684 - 1745,29
Michiel van Musscher,/en/michiel-van-musscher,1645 - 1705,32
Cornelis van Noorde,/en/cornelis-van-noorde,1731 - 1795,21
Adam van Noort,/en/adam-van-noort,c.1562 - 1641,14
Bernard Van Orley,/en/bernard-van-orley,c.1487 - 1541,63
Jacob van Ruisdael,/en/jacob-van-ruisdael,c.1628 - 1682,25
Salomon van Ruysdael,/en/salomon-van-ruysdael,c.1602 - 1670,143
Petrus van Schendel,/en/petrus-van-schendel,1806 - 1870,16
Otto Marseus van Schrieck,/en/otto-marseus-van-schrieck,1613 - 1678,15
Juriaen van Streeck,/en/juriaen-van-streeck,1632 - 1687,8
Abraham van Strij,/en/abraham-van-strij,1753 - 1826,38
Jacob van Strij,/en/jacob-van-strij,1756 - 1815,43
Willem van Swanenburg,/en/willem-van-swanenburg,1580 - 1612,18
Otto van Veen,/en/otto-van-veen,c.1556 - 1629,32
Bram van Velde,/en/bram-van-velde,1895 - 1981,24
JCJ Vanderheyden,/en/jcj-vanderheyden,1928 - 2012,10
Jean Baptiste Vanmour,/en/jean-baptiste-vanmour,1671 - 1737,49
Georges Vantongerloo,/en/georges-vantongerloo,1886 - 1965,41
Gregorio Vardanega,/en/gregorio-vardanega,1923 - 2007,36
Vardges Sureniants,/en/vardges-sureniants,1860 - 1921,11
Alberto Vargas,/en/alberto-vargas,1896 - 1982,10
Grazia Varisco,/en/grazia-varisco,born 1937,21
Frederick Varley,/en/frederick-varley,1881 - 1969,17
John Varley II,/en/john-varley-ii,1850 - 1933,30
John Varley,/en/john-varley,1778 - 1842,17
Varlin,/en/varlin,1900 - 1977,37
Remedios Varo,/en/remedios-varo,1908 - 1963,112
Vartan Mahokian,/en/vartan-mahokian,1869 - 1937,6
Victor Vasarely,/en/victor-vasarely,1906 - 1997,44
Giorgio Vasari,/en/giorgio-vasari,1511 - 1574,73
Fyodor Vasilyev,/en/fyodor-vasilyev,1850 - 1873,119
Konstantin Vasilyev,/en/konstantin-vasilyev,1942 - 1976,74
Viktor Vasnetsov,/en/viktor-vasnetsov,1848 - 1926,192
John Vassos,/en/john-vassos,1898 - 1985,37
Vasyl Sedlyar,/en/vasyl-sedlyar,1899 - 1937,9
Marc Vaux,/en/marc-vaux,born 1932,22
Palma Vecchio,/en/palma-vecchio,c.1480 - 1528,32
Jose Maria Velasco,/en/jose-maria-velasco,1840 - 1912,167
Diego Velazquez,/en/diego-velazquez,1599 - 1660,133
Adriaen van de Velde,/en/adriaen-van-de-velde,1636 - 1672,35
Esaias van de Velde,/en/esaias-van-de-velde,1587 - 1630,55
Simeon Velkov,/en/simeon-velkov,1885 - 1963,16
Bartolomeo Veneto,/en/bartolomeo-veneto,c.1480 - c.1530,32
Alexey Venetsianov,/en/alexey-venetsianov,1780 - 1847,88
Domenico Veneziano,/en/domenico-veneziano,c.1410 - 1461,16
Paolo Veneziano,/en/paolo-veneziano,c.1300 - c.1358,13
Adriaen van de Venne,/en/adriaen-van-de-venne,1589 - 1662,32
Vera Nedkova,/en/vera-nedkova,1908 - 1996,13
Vasily Vereshchagin,/en/vasily-vereshchagin,1842 - 1904,224
Tobias Verhaecht,/en/tobias-verhaecht,1561 - 1631,14
Jef Verheyen,/en/jef-verheyen,1932 - 1984,11
Johannes Vermeer,/en/johannes-vermeer,1632 - 1675,39
Nicolae Vermont,/en/nicolae-vermont,1866 - 1932,64
Carle Vernet,/en/carle-vernet,1758 - 1836,136
Claude-Joseph Vernet,/en/claude-joseph-vernet,1714 - 1789,46
Horace Vernet,/en/horace-vernet,1789 - 1863,52
Arthur Verona,/en/arthur-verona,1868 - 1946,17
Paolo Veronese,/en/paolo-veronese,1528 - 1588,185
Luigi Veronesi,/en/luigi-veronesi,1908 - 1998,11
Marcelino Vespeira,/en/marcelino-vespeira,1925 - 2002,12
Jan Veth,/en/jan-veth,1864 - 1925,3
Jack Vettriano,/en/jack-vettriano,born 1951,0
Claude Viallat,/en/claude-viallat,born 1936,21
Eduardo Viana,/en/eduardo-viana,1881 - 1967,16
Jehan Georges Vibert,/en/jehan-georges-vibert,1840 - 1902,40
Esteban Vicente,/en/esteban-vicente,1903 - 2001,51
Maria Helena Vieira da Silva,/en/maria-helena-vieira-da-silva,1908 - 1992,38
Joao Vieira,/en/joao-vieira,1934 - 2009,13
Joseph-Marie Vien,/en/joseph-marie-vien,1716 - 1809,66
Oswaldo Vigas,/en/oswaldo-vigas,1926 - 2014,17
Louise Elisabeth Vigee Le Brun,/en/louise-elisabeth-vigee-le-brun,1755 - 1842,75
Vigen Vartanov,/en/vigen-vartanov,1941 - 2016,12
Nanda Vigo,/en/nanda-vigo,born 1936,10
Viking art,/en/viking-art,c.780 - c.1100,68
Jenaro Pérez Villaamil,/en/jenaro-perez-villaamil,1807 - 1854,14
Leo Villareal,/en/leo-villareal,born 1967,15
Jacques Villeglé,/en/jacques-villegl,born 1926,47
Marie-Denise Villers,/en/marie-denise-villers,1774 - 1821,5
Henry Villierme,/en/henry-villierme,1928 - 2013,13
Jacques Villon,/en/jacques-villon,1875 - 1963,60
Eliseu Visconti,/en/eliseu-visconti,1866 - 1944,43
Alessandro Vittoria,/en/alessandro-vittoria,1525 - 1608,20
Louis Vivin,/en/louis-vivin,1861 - 1936,30
Ivan Vladimirov,/en/ivan-vladimirov,1869 - 1947,72
Vlady,/en/vlady-kibalchich-rusakov,1920 - 2005,19
Maurice de Vlaminck,/en/maurice-de-vlaminck,1876 - 1958,75
Goran Vojinovic,/en/vog,born 1976,12
Konstantinos Volanakis,/en/konstantinos-volanakis,1837 - 1907,62
Efim Volkov,/en/efim-volkov,1844 - 1920,34
Ruth Vollmer,/en/ruth-vollmer,1903 - 1982,25
Alfredo Volpi,/en/alfredo-volpi,1896 - 1988,25
Elsa von Freytag-Loringhoven,/en/elsa-von-freytag-loringhoven,1874 - 1927,9
Eugene von Guerard,/en/eugene-von-guerard,1811 - 1901,75
Alexej von Jawlensky,/en/alexej-von-jawlensky,1864 - 1941,67
August von Pettenkofen,/en/august-von-pettenkofen,1822 - 1889,116
Marianne von Werefkin,/en/marianne-von-werefkin,c.1860 - c.1938,61
Edith Vonnegut,/en/edith-vonnegut,born 1949,20
Hendrik Voogd,/en/hendrik-voogd,1768 - 1839,14
Friedrich Vordemberge-Gildewart,/en/friedrich-vordemberge-gildewart,1899 - 1962,21
Maxim Vorobiev,/en/maxim-vorobiev,1787 - 1855,25
Cornelis de Vos,/en/cornelis-de-vos,1584 - 1651,22
Jan Maarten Voskuil,/en/jan-maarten-voskuil,born 1964,10
Simon Vouet,/en/simon-vouet,1590 - 1649,49
Cornelis Vreedenburgh,/en/cornelis-vreedenburgh,1880 - 1946,50
Hendrick Cornelisz Vroom,/en/hendrick-cornelisz-vroom,c.1562 - 1640,16
Mikhail Vrubel,/en/mikhail-vrubel,1856 - 1910,174
Edouard Vuillard,/en/edouard-vuillard,1868 - 1940,114
Periklis Vyzantios,/en/periklis-vyzantios,1893 - 1972,34
Edward Wadsworth,/en/edward-wadsworth,1889 - 1949,55
Louis Wain,/en/louis-wain,1860 - 1939,72
Ferdinand Georg Waldmüller,/en/ferdinand-georg-waldm-ller,1793 - 1865,124
Kara Walker,/en/kara-walker,born 1969,12
Alfred Wallis,/en/alfred-wallis,1855 - 1942,162
Mary Josephine Walters,/en/mary-josephine-walters,born c.1837,7
Franz Erhard Walther,/en/franz-erhard-walther,born 1939,35
Wang Wei,/en/wang-wei,699 - 759,4
Gustaf Wappers,/en/gustaf-wappers,1803 - 1874,12
James Ward,/en/james-ward,1769 - 1859,97
Lynd Ward,/en/lynd-ward,1905 - 1985,58
Andy Warhol,/en/andy-warhol,1928 - 1987,231
Russ Warren,/en/russ-warren,born 1951,21
Meta Vaux Warrick Fuller,/en/meta-vaux-warrick-fuller,1877 - 1968,18
John William Waterhouse,/en/john-william-waterhouse,1849 - 1917,110
Darren Waterston,/en/darren-waterston,born 1965,10
Barrington Watson,/en/barrington-watson,born 1931,28
Homer Watson,/en/homer-watson,1855 - 1936,26
Antoine Watteau,/en/antoine-watteau,1684 - 1721,78
George Frederick Watts,/en/george-frederick-watts,1817 - 1904,133
James Webb,/en/james-webb,1825 - 1895,126
Max Weber,/en/max-weber,1881 - 1961,34
Medi Wechsler Dinu,/en/medi-wechsler-dinu,c.1908 - 2016,19
James Weeks,/en/james-weeks,1922 - 1998,12
Edwin Lord Weeks,/en/edwin-lord-weeks,1849 - 1903,113
Gerda Wegener,/en/gerda-wegener,1886 - 1940,125
Edvard Weie,/en/edvard-weie,1879 - 1943,13
Roger Weik,/en/roger-weik,born 1949,514
Lawrence Weiner,/en/lawrence-weiner,born 1942,23
Julian Alden Weir,/en/julian-alden-weir,1852 - 1919,72
Matthias Weischer,/en/matthias-weischer,born 1973,11
Wojciech Weiss,/en/wojciech-weiss,1875 - 1950,29
Johan Hendrik Weissenbruch,/en/johan-hendrik-weissenbruch,1824 - 1903,82
Ai Weiwei,/en/ai-weiwei,born 1957,24
Theodor Leopold Weller,/en/theodor-leopold-weller,1802 - 1880,44
Neil Welliver,/en/neil-welliver,1929 - 2005,73
James Lesesne Wells,/en/james-lesesne-wells,1902 - 1993,19
Pieter Wenning,/en/pieter-wenning,1873 - 1921,16
Paul Werner,/en/paul-werner,born 1930,20
Werner Berg,/en/werner-berg,1904 - 1981,74
Tom Wesselmann,/en/tom-wesselmann,born 1931,0
Benjamin West,/en/benjamin-west,1738 - 1820,108
Edward Weston,/en/edward-weston,1886 - 1958,17
Doug Wheeler,/en/doug-wheeler,born 1939,11
Steve Wheeler,/en/steve-wheeler,1912 - 1992,20
James McNeill Whistler,/en/james-mcneill-whistler,1834 - 1903,224
Charles Wilbert White,/en/charles-wilbert-white,1918 - 1979,9
Clarence White,/en/clarence-white,1871 - 1925,39
Brett Whiteley,/en/brett-whiteley,1939 - 1992,43
Rachel Whiteread,/en/rachel-whiteread,born 1963,15
Richard Whitney,/en/richard-whitney,born 1946,35
Stanley Whitney,/en/stanley-whitney,born 1946,12
Eva Janina Wieczorek,/en/eva-janina-wieczorek,born 1951,17
Alison Wilding,/en/alison-wilding,born 1948,10
Ludwig Wilding,/en/ludwig-wilding,1927 - 2010,16
Ulfert Wilke,/en/ulfert-wilke,1907 - 1987,11
David Wilkie,/en/david-wilkie,1785 - 1841,36
Christopher Willard,/en/christopher-willard,born 1960,10
Francis A. Willey,/en/francis-a-willey,born 1969,22
Fred Williams,/en/fred-williams,1927 - 1982,15
Kit Williams,/en/kit-williams,born 1946,29
Robert Williams,/en/robert-williams,born 1943,24
William Williams,/en/william-williams,1727 - 1791,25
Carel Willink,/en/carel-willink,1900 - 1983,26
Christopher Wilmarth,/en/christopher-wilmarth,1943 - 1987,15
Jane Wilson,/en/jane-wilson,1924 - 2015,11
May Wilson,/en/may-wilson,1905 - 1986,24
Richard Wilson,/en/richard-wilson,1714 - 1782,27
Mårten Eskil Winge,/en/marten-eskil-winge,c.1825 - 1896,12
Jacqueline Winsor,/en/jacqueline-winsor,born 1941,10
Fritz Winter,/en/fritz-winter,1905 - 1976,32
Franz Xaver Winterhalter,/en/franz-xaver-winterhalter,1805 - 1873,178
Stanisław Ignacy Witkiewicz,/en/stanislaw-ignacy-witkiewicz,1885 - 1939,14
Dan Witz,/en/dan-witz,born 1957,110
Konrad Witz,/en/konrad-witz,c.1400 - c.1445,20
Adolf Wölfli,/en/adolf-wolfli,1864 - 1930,16
William Barnes Wollen,/en/william-barnes-wollen,1857 - 1936,11
Wols,/en/wols,1913 - 1951,54
Berthold  Woltze,/en/berthold-woltze,1829 - 1896,14
Paul Wonner,/en/paul-wonner,1920 - 2008,43
Christopher Wood,/en/christopher-wood,1901 - 1930,47
Grant Wood,/en/grant-wood,1891 - 1942,100
Francesca Woodman,/en/francesca-woodman,1958 - 1981,25
Bill Woodrow,/en/bill-woodrow,born 1948,13
Hale Woodruff,/en/hale-woodruff,1900 - 1980,15
Alma Woodsey Thomas,/en/alma-woodsey-thomas,1891 - 1978,29
Richard Caton Woodville Jr.,/en/richard-caton-woodville-jr,1856 - 1927,60
Richard Caton Woodville Sr.,/en/richard-caton-woodville-sr,1825 - 1855,12
Zao Wou-Ki,/en/zao-wou-ki,1920 - 2013,38
Rik Wouters,/en/rik-wouters,1882 - 1916,25
Joseph Wright,/en/joseph-wright,1734 - 1797,150
Andrzej Wróblewski,/en/andrzej-wroblewski,1927 - 1957,7
Joachim Wtewael,/en/joachim-wtewael,1566 - 1638,24
Wu Daozi,/en/wu-daozi,c.680 - 760,8
Paul Wunderlich,/en/paul-wunderlich,1927 - 2010,40
Alexander Helwig Wyant,/en/alexander-helwig-wyant,1836 - 1892,19
Leon Wyczółkowski,/en/leon-wyczolkowski,1852 - 1936,45
Andrew Wyeth,/en/andrew-wyeth,1917 - 2009,135
Jamie Wyeth,/en/jamie-wyeth,born 1946,114
N.C. Wyeth,/en/n-c-wyeth,1882 - 1945,67
Stanisław Wyspiański,/en/stanislaw-wyspianski,1869 - 1907,65
Zhang Xiaogang,/en/zhang-xiaogang,born 1958,16
Xu Wei,/en/xu-wei,1521 - 1593,10
Bui Xuan Phai,/en/bui-xuan-phai,1920 - 1988,21
Qian Xuan,/en/qian-xuan,1235 - 1305,28
Tetyana Yablonska,/en/tetyana-yablonska,1917 - 2005,85
Georgyi Yakutovytch,/en/georgyi-yakutovytch,1930 - 2000,27
Hiro Yamagata,/en/hiro-yamagata,born 1948,101
Yamamoto Gempo,/en/yamamoto-gempo,1866 - 1961,9
Kanae Yamamoto,/en/kanae-yamamoto,1882 - 1946,10
Kansuke Yamamoto,/en/kansuke-yamamoto,1914 - 1987,37
Taro Yamamoto,/en/taro-yamamoto,1919 - 1994,15
Yamamura Toyonari,/en/yamamura-toyonari,1885 - 1942,33
Tsuruko Yamazaki,/en/tsuruko-yamazaki,born 1925,20
Ding Yanyong,/en/ding-yanyong,1902 - 1978,111
Nikolai Yaroshenko,/en/mykola-yaroshenko,1846 - 1898,31
Fred Yates,/en/fred-yates,1922 - 2008,16
Yeghishe Tadevosyan,/en/yeghishe-tadevosyan,1870 - 1936,6
Manoucher Yektai,/en/manoucher-yektai,born 1921,27
Martin Yeoman,/en/martin-yeoman,born 1953,25
Jacek Yerka,/en/jacek-yerka,born 1952,308
Vasyl Yermylov,/en/vasyl-yermylov,1894 - 1968,34
Ding Yi,/en/ding-yi,born 1962,29
Ibrahim Yıldız,/en/ibrahim-y-ld-z,born 1984,17
Lan Ying,/en/lan-ying,c.1585 - c.1664,15
Yoko Ono,/en/yoko-ono,born 1933,10
Huang Yongyu,/en/huang-yongyu,born 1924,51
Hiroshi Yoshida,/en/hiroshi-yoshida,1876 - 1950,24
Toshi Yoshida,/en/toshi-yoshida,1911 - 1995,56
Jiro Yoshihara,/en/jiro-yoshihara,1905 - 1972,20
Funasaka Yoshisuke,/en/funasaka-yoshisuke,born 1939,42
Tsukioka Yoshitoshi,/en/tsukioka-yoshitoshi,1839 - 1892,69
Yu Youhan,/en/yu-youhan,born 1943,30
Jack Youngerman,/en/jack-youngerman,1926 - 2020,14
Li Yuan-chia,/en/li-yuan-chia,1929 - 1994,14
Yui Yaegashi,/en/yui-yaegashi,born 1985,15
Yun Hyong–keun,/en/yun-hyong-keun,1928 - 2007,15
Adja Yunkers,/en/adja-yunkers,1900 - 1983,14
Konstantin Yuon,/en/konstantin-yuon,1875 - 1958,294
Lisa Yuskavage,/en/lisa-yuskavage,born 1962,40
Adolphe Yvon,/en/adolphe-yvon,1817 - 1893,22
Rafael Zabaleta,/en/rafael-zabaleta,1907 - 1960,66
Ossip Zadkine,/en/ossip-zadkine,1890 - 1967,53
Ivan-Valentyn Zadorozhny,/en/ivan-valentyn-zadorozhny,1921 - 1988,12
Emmanuel Zairis,/en/emmanuel-zairis,c.1876 - 1948,19
Eugeniusz Zak,/en/eugeniusz-ak,1884 - 1926,23
Robert Zakanitch,/en/robert-zakanitch,born 1935,22
Zakar Zakarian,/en/zakar-zakarian,1849 - 1923,2
Włodzimierz Zakrzewski,/en/wlodzimierz-zakrzewski,1916 - 1992,25
Eric Zammitt,/en/eric-zammitt,born 1960,10
Norman Zammitt,/en/norman-zammitt,1931 - 2007,15
Federico Zandomeneghi,/en/federico-zandomeneghi,1841 - 1917,42
Vela Zanetti,/en/vela-zanetti,1913 - 1999,28
Herbert Zangs,/en/herbert-zangs,1924 - 2003,14
Zani Corrado,/en/corrado-zani,born 1952,19
Mario Zanini,/en/mario-zanini,1907 - 1971,18
Saul Zanolari,/en/saul-zanolari,born 1977,18
Marcos Zapata,/en/marcos-zapata,c.1710 - 1773,5
Hovhannes Zardaryan,/en/hovhannes-zardaryan,born 1918,5
Victor Zaretsky,/en/victor-zaretsky,1925 - 1990,99
Zaya,/en/zaya,born 1975,16
Princess Fahrelnissa Zeid,/en/princess-fahrelnissa-zeid,1901 - 1991,25
Hossein Zenderoudi,/en/hossein-zenderoudi,born 1937,5
Zeng Fanzhi,/en/tszen-fanchzhi,born 1964,28
Zenkei Shibayama,/en/zenkei-shibayama,1894 - 1974,18
Shibata Zeshin,/en/shibata-zeshin,1807 - 1891,38
Kristoffer Zetterstrand,/en/kristoffer-zetterstrand,born 1973,17
Dmitri Zhilinsky,/en/dmitri-zhilinsky,1927 - 2015,38
Shen Zhou,/en/shen-zhou,1427 - 1509,14
Guan Zilan,/en/guan-zilan,1903 - 1986,12
Yuri Zlotnikov,/en/yuriy-zlotnikov,1930 - 2016,42
Achille Zo,/en/achille-zo,1826 - 1901,14
Heimo Zobernig,/en/heimo-zobernig,born 1958,15
Anders Zorn,/en/anders-zorn,1860 - 1920,145
Rosario Weiss Zorrilla,/en/rosario-weiss-zorrilla,1814 - 1843,29
Larry Zox,/en/larry-zox,1937 - 2006,47
Alexey Zubov,/en/alexey-zubov,1682 - c.1750,15
Francisco de Zurbaran,/en/francisco-de-zurbaran,1598 - 1664,96
Konrad Zuse,/en/konrad-zuse,1910 - 1995,53
Karlo Zvirynsky,/en/karlo-zvirynsky,1923 - 1997,20
